,Ecole,  Durée d'habilitation CTI ,  Moyenne au bac des intégrés ,  Nombre d'élèves par enseignant ,  Part d'enseignants-chercheurs ,  Pourcentage de diplômés poursuivant en thèse ,  Nombre de doctorants (y compris cotutelles) ,  Nombre d'enseignants HDR ,  Part d'élèves en alternance ,  Nombre total d'alternants ,  Durée des stages en entreprise* ,  Politique de chaires industrielles ,  Forums entreprises (+ de 250 salariés) ,  Forums entreprises (réseau PME) ,  Nombre d'anciens sur LinkedIn ,  Pourcentage d'étudiants étrangers ,  Niveau d'anglais exigé ,  Deuxième langue étrangère ,  Durée minimale à l'étranger (hors apprentissage) ,  Durée minimale à l'étranger pour les apprentis ,  Diplômés ayant passé plus d'un semestre à l'étranger en échange académique ,  Diplômés ayant passé plus d'un semestre à l'étranger en stage ,  Élèves par accord de double diplôme international ,  Pourcentage de double diplômés internationaux ,  Réputation internationale ,  Salaire à la sortie ,  Diplômés en poste à l'étranger ,"  Industrie automobile, aéronautique, navale et ferroviaire ","  BTP, construction ",  Énergie ,"  Institutions financières, banque, assurance ",  Industrie des technologies de l'information ,  Technologie de l'information (services) ,  Industrie chimique ou pharmaceutique ,  Industrie agroalimentaire ,"  Agriculture, sylviculture, pêche ",  Transports ,"  Fonction publique, enseignement, recherche ","  Sociétés de conseil, bureaux d’études ",  Autres secteurs industriels ,  Autres secteurs non industriels ,  Cycle prépa intégrée - Nombre d'intégrés à bac ,  Cycle ingénieur - Nombre d'intégrés issus de prépa intégrée ou d'une prépa commune sans distinction géographique ,  Cycle ingénieur - Nombre d'intégrés issus de CPGE ,  Cycle ingénieur - Nombre d'intégrés issus d'admissions parallèles ,  Part d'intégrés via les admissions parallèles ,  Nombre d'intégrés issus de BTS et ATS ,  Moyenne au bac des intégrés issus de BTS et ATS ,  Nombre d'intégrés issus de DUT ,  Moyenne au bac des intégrés issus de DUT ,  Nombre d'intégrés issus de l'université ,  Moyenne au bac des intégrés issus de l'université ,  Proportion de bacheliers S ,  Proportion de bacheliers STI2D ,  Proportion autres bacheliers ,  Nombre de bacheliers ES ,  Nombre de bacheliers L ,  Nombre de bacheliers STL ,  Nombre de bacheliers STAV ,  Nombre d'intégrés issus d'autres bacs ,  Ouverture à de nouveaux publics ,  Frais de scolarité par an ,  Boursiers nationaux ,  Présence sur Parcoursup ,  Part d'étudiantes ,  Villes d'implantation de l'école ,  Élèves rémunérés pendant leurs études ,  Statut de l'école ,  Ministère de tutelle ,  Spécialités proposées ,  Taille des promos en cycle ingénieur ,  Budget BDE et associations par élève ,  Nombre de disciplines sportives 
0,  Grenoble INP - Ense³ ,Maximale,"16,41","12,16","91,80%","7,76%",365,72,"7,20%",67,36 semaines,Excellente,82,109,7534,"10,06%",Linguaskill : 160,Optionnel,3 mois,2 mois,"0,95%","18,99%","5,7","3,02%",Shanghai : 99 (Univ )|QS : 342 (Univ )|THE : 351-400 (Univ )|Webometrics : 15 (Univ )|Classement Shanghai Thématique,32500-36500 €,"10,15%","10,00%","12,35%","25,88%","0,00%","3,53%","4,71%","2,35%","0,00%","0,00%","0,59%","2,94%","17,65%","14,71%","5,30%",Pas de prépa intégrée,34,201,104,"31,00%",1,15,46,15,15,16,98%,"2,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,1,Forte,601,"36,00%",Non,"25,92%",Grenoble ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Généraliste, génie physique et sciences de l'ingénieur",345,90,34
0,  ESPCI Paris ,Restreinte,"17,69","3,93","100,00%","60,49%",267,77,"0,00%",0,20 semaines,Très bonne,28,1,3138,"14,13%","TOEIC : 800 ; TOEFL IBT : 95 ; IELTS : 7,5",Optionnel,3 mois,,"0,00%","0,00%",1,"5,21%",Shanghai : 36 (Univ )|QS : 52 (Univ )|THE : 46 (Univ )|Webometrics : 17 (Univ )|Classement Shanghai Thématique,plus de 40000 €,"9,09%","7,14%","0,00%","0,00%","0,00%","0,00%","7,14%","14,28%","0,00%","0,00%","0,00%","0,00%","28,57%","35,71%","7,14%",Pas de prépa intégrée,4,70,15,"17,00%",0,NC,1,11,9,"17,2",100%,"0,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Moyenne,850,"15,20%",Non,"37,81%",Paris ,0,Public,Ville de Paris,"Généraliste, génie physique et sciences de l'ingénieur ; chimie, biochimie et ingénierie des biomolécules",94,157,32
0,  IMT Mines Alès ,Maximale,"16,05","10,04","90,10%","4,20%",92,65,"33,30%",334,45 semaines,Excellente,85,55,7327,"10,05%",TOEIC : 800,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,4 mois,1 mois,"7,99%","10,76%","4,5","23,68%",Webometrics : 111 (Nom propre ),32500-36500 €,"20,75%","7,00%","32,00%","9,00%","2,00%","5,00%","12,00%","5,00%","1,00%","1,00%","0,00%","2,00%","11,00%","9,00%","5,00%",Pas de prépa intégrée,Pas de prépa intégrée,194,137,"41,39%",16,"13,4",94,"14,4",22,"14,8",95%,"4,00%",1%,2,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Excellente,2150,"37,00%",Non,"28,64%",Alès,0,Public,Ministère de l'Économie et des Finances,"Ingénierie généraliste, génie physique et sciences de l'ingénieur ; informatique ; logiciel ; construction ; génie mécanique , ingénierie des systèmes",371,100,20
0,  École centrale - Marseille ,Maximale,"16,98","11,73","78,70%","11,32%",83,36,"8,40%",71,44 semaines,Correcte,88,77,8676,"19,25%",TOEIC : 850,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,6 mois,3 mois,"0,00%","11,11%",3,"24,20%",Webometrics : 100 (Nom propre ),36500-40000 €,"15,61%","6,60%","8,30%","16,60%","10,00%","3,30%","13,30%","5,00%","1,60%","0,00%","1,60%","1,60%","1,60%","21,40%","8,10%",Pas de prépa intégrée,Pas de prépa intégrée,250,44,"14,97%",6,"13,7",0,NC,9,"14,7",100%,"0,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,2500,"34,10%",Non,"26,63%",Marseille ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Généraliste, génie physique et sciences de l'ingénieur",348,293,23
0,  ENSCM - Chimie Montpellier ,Maximale,"16,82","6,02","91,70%","38,98%",233,64,"16,30%",53,48 semaines,Correcte,72,46,3598,"9,70%",TOEIC : 800,Obligatoire et conditionnant l'obtention du diplôme,3 mois,3 mois,"2,86%","16,43%",1,"2,42%",Webometrics : 117 (Nom propre )|Classement Shanghai Thématique,32500-36500 €,"16,84%","2,56%","0,00%","0,00%","0,00%","0,00%","0,00%","43,59%","10,26%","0,00%","0,00%","0,00%","33,33%","10,25%","0,00%",Pas de prépa intégrée,20,62,53,"39,00%",3,NC,27,NC,4,NC,93%,"2,00%",5%,Pas de bac ES,Pas de bac L,2,Pas de bac STAV,4,Excellente,601,"38,80%",Non,"61,22%",Montpellier,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Chimie, biochimie et ingénierie des biomolécules",120,112,52
0,  ESILV - Paris-La Défense ,Maximale,"16,09","12,54","61,10%","6,27%",25,20,"14,30%",229,56 semaines,Très bonne,183,148,5108,"11,15%",TOEIC : 800,Optionnel,6 mois,1 mois,"40,25%","40,00%","20,9","31,75%",Webometrics : 84 (Univ),plus de 40000 €,"26,56%","10,08%","2,94%","14,29%","19,33%","2,52%","25,63%","0,00%","0,00%","0,42%","0,84%","1,26%","12,18%","5,04%","5,46%",414,388,181,109,"16,08%",12,14,51,"15,2",28,"14,9",94%,"6,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Moyenne,8500,"22,10%",Oui,"21,15%",Paris La Défense,0,Privé,"Label EESPIG (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)","Généraliste, génie physique et sciences de l'ingénieur ; ingénierie des systèmes d'information",602,59,20
0,  ESIEE Paris - Marne-la-Vallée ,Restreinte,"14,03","14,16","92,20%","2,79%",128,28,"56,10%",719,52 semaines,Très bonne,98,51,10570,"9,86%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,3 mois,3 mois,"56,44%","7,99%",14,"15,55%",Shanghai : 701-800 (Univ )|Webometrics : 116 (Nom propre )|Classement Shanghai Thématique,36500-40000 €,"8,95%","9,04%","1,20%","5,42%","3,01%","13,86%","27,71%","0,60%","0,00%","0,00%","1,81%","0,60%","30,72%","1,81%","4,21%",285,160,98,239,"48,00%",52,"12,5",152,"13,5",26,"13,5",90%,"8,00%",3%,4,Pas de bac L,2,Pas de bac STAV,9,Excellente,8100,"31,90%",Oui,"22,00%","Noisy-le-Grand, Cergy",0,Consulaire,CCI Paris Île-de-France - Ministère de l’Économie et des Finances,Ingénierie électrique et de l'électronique ; ingénierie informatique,486,49,20
0,  Télécom Physique Strasbourg ,Maximale,"16,21","9,8","96,30%","24,39%",45,25,"16,50%",78,12 semaines,Correcte,91,50,3899,"10,40%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,3 mois,1 mois,"0,00%","11,38%",2,"0,93%",Shanghai : 101-150 (Univ )|QS : 398 (Univ )|THE : 501-600 (Univ )|Webometrics : 2 (Univ ),36500-40000 €,"15,15%","0,00%","0,00%","0,00%","2,27%","2,27%","36,36%","2,27%","0,00%","0,00%","2,27%","0,00%","25,00%","25,00%","4,54%",Pas de prépa intégrée,Pas de prépa intégrée,140,24,"15,00%",0,NC,13,"13,7",11,"13,2",94%,"6,00%",1%,Pas de bac ES,Pas de bac L,1,Pas de bac STAV,Pas d'autres bacs,Excellente,601,"39,90%",Non,"31,19%",Illkirch-Graffenstaden ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Bioingénierie, alimentation et ingénierie biomédicale ; ingénierie électrique et de l'électronique ; généraliste, génie physique et sciences de l'ingénieur ; ingénierie informatique ; ingénierie des systèmes d'information ; ingénierie des systèmes d'information pour des applications médicales",176,35,70
0,  INSA Toulouse ,Maximale,"17,05","6,72","82,90%","8,87%",298,85,"13,90%",205,40 semaines,Non concerné,42,9,17000,"17,04%",TOEIC : 815,Obligatoire et conditionnant l'obtention du diplôme,4 mois,4 mois,"10,54%","12,65%","3,5","2,63%",THE : 401-500 (ComUE )|Webometrics : 45 (Nom propre )|Classement Shanghai Thématique,32500-36500 €,"10,61%","17,61%","15,41%","3,77%","4,08%","2,20%","20,44%","3,77%","1,26%","0,00%","0,94%","2,51%","8,49%","12,27%","7,22%",347,388,45,128,"23,00%",8,"13,1",77,"14,8",21,"16,7",88%,"10,00%",2%,Pas de bac ES,Pas de bac L,4,Pas de bac STAV,6,Forte,601,"35,40%",Oui,"36,07%",Toulouse ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Automatique et électronique ; génie biologique ; génie civil ; généraliste, génie physique et sciences de l'ingénieur ; génie mécanique ; génie logiciel",602,27,30
0,  INP Bordeaux- ENSEIRB - Matmeca ,Maximale,"15,98","12,35","89,00%","12,13%",131,44,"15,30%",141,36 semaines,Moyenne,93,72,7471,"25,18%",TOEIC : 785 ; IELTS : 5 ; BULATS : 60,Obligatoire et conditionnant l'obtention du diplôme,3 mois,3 mois,"8,55%","4,84%","4,5","9,80%",Shanghai : 201-300 (Univ )|QS : 425 (Univ )|THE : 401-500 (Univ )|Webometrics : 108 (ComUE )|Classement Shanghai Thématique,32500-36500 €,"4,89%","21,89%","0,50%","8,46%","5,97%","13,93%","19,90%","0,00%","0,00%","0,00%","2,49%","1,49%","2,99%","8,96%","13,44%",Pas de prépa intégrée,20,267,114,"28,00%",5,"14,8",58,"14,8",7,"15,6",94%,"5,00%",2%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,4,Forte,601,"42,20%",Non,"16,76%",Talence ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie informatique ; ingénierie électrique et de l'électronique ; ingénierie des systèmes d'information ; génie logiciel ; ingénierie des télécommunications ; Mathématiques et génie mécanique,412,45,36
0,  IMT Lille Douai ,Maximale,"15,63","11,33","89,10%","3,55%",109,60,"41,80%",558,52 semaines,Bonne,85,28,10031,"13,52%",TOEIC : 800,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,6 mois,3 mois,"15,88%","20,60%","6,6","8,36%",Shanghai : 401-500 (Univ )|QS : 751-800 (Univ )|THE : 601-800 (Univ )|Webometrics : 181 (Nom propre ),32500-36500 €,"8,95%","4,00%","8,00%","6,00%","2,00%","9,00%","26,00%","4,00%","1,00%","0,00%","4,00%","4,00%","24,00%","4,00%","6,00%",123,127,263,329,"45,76%",24,"12,8",118,"13,8",32,"14,4",97%,"3,00%",1%,Pas de bac ES,Pas de bac L,3,Pas de bac STAV,Pas d'autres bacs,Excellente,2150,"33,10%",Non,"18,43%","Villeneuve-d'Ascq, Douai, Alençon, Valenciennes",0,Public,Ministère industrie et des communications électroniques,"Génie civil ; généraliste, génie physique et sciences de l'ingénieur ; génie industriel ; matériaux, métallurgie, ingénierie des polymères ; ingénierie des systèmes d'information ; Energie",521,36,24
0,  UTBM - Belfort-Montbéliard ,Maximale,"15,11","11,55","74,40%","2,59%",98,56,"19,00%",299,52 semaines,Correcte,64,79,14455,"16,17%",TOEIC : 785 ; BULATS : 60,Obligatoire pour les élèves ingénieurs et validé par une certification externe,3 mois,3 mois,"11,25%","4,84%","29,8","10,07%",THE : 601-800 (ComUE )|Webometrics : 66 (Nom propre ),32500-36500 €,"18,48%","24,51%","3,06%","5,85%","1,95%","3,07%","6,41%","3,89%","0,84%","0,00%","1,11%","0,56%","23,68%","21,73%","3,35%",288,285,49,278,"45,00%",14,"13,3",207,"13,8",17,"13,6",84%,"9,00%",7%,4,Pas de bac L,Pas de bac STL,Pas de bac STAV,36,Excellente,601,"44,20%",Oui,"17,68%","Sevenans, Belfort, Montbéliard",0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Génie électrique et électronique ; informatique ; ingénierie des systèmes ; génie industriel ; génie mécanique,662,34,20
0,  ENSG Nancy - INP Lorraine ,Maximale,"16,96","6,96","97,80%","11,88%",66,25,"1,10%",3,28 semaines,Moyenne,54,16,3488,"11,56%",TOEIC : 785 ; IELTS : 5.5 ,Optionnel,2 mois,2 mois,"9,73%","7,08%",0,"16,81%",Shanghai : 201-300 (Univ )|QS : 801-1000 (Univ )|THE : 601-800 (Univ )|Webometrics : 7 (Univ )|Classement Shanghai Thématique,32500-36500 €,"15,00%","0,00%","14,06%","7,81%","1,56%","4,69%","0,00%","0,00%","1,56%","0,00%","1,56%","3,12%","56,25%","6,25%","3,12%",Pas de prépa intégrée,Pas de prépa intégrée,85,12,"11,00%",0,NC,0,NC,1,11,99%,"0,00%",1%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,1,Forte,601,"31,60%",Non,"46,88%",Vandoeuvre-lès-Nancy ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie géologique ; génie civil,107,153,70
0,  ENSCL - Chimie Lille ,Maximale,"16,73","5,02","79,60%","11,86%",62,36,"2,80%",6,38 semaines,Très bonne,81,7,2565,"11,79%",TOEIC : 785 ; TOEFL : 550,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,3 mois,,"1,32%","19,74%",0,"3,95%",Webometrics : 151 (Nom propre ),32500-36500 €,"22,22%","0,00%","4,00%","4,00%","0,00%","0,00%","0,00%","35,00%","4,00%","0,00%","0,00%","9,00%","18,00%","4,00%","22,00%",49,26,46,38,"34,55%",5,"12,6",5,"15,2",2,"16,5",100%,"0,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,601,"47,00%",Oui,"63,82%",Villeneuve-d'Ascq ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Chimie, biochimie et ingénierie des biomolécules ; matériaux, métallurgie et ingénierie des polymères",82,49,NC
0,  ESTACA ,Maximale,"16,16","10,25","56,20%","7,98%",29,4,"0,80%",10,56 semaines,Très bonne,96,62,9473,"12,27%",TOEIC : 800,Obligatoire et conditionnant l'obtention du diplôme,6 mois,3 mois,"37,37%","26,80%","4,2","10,48%",Non présent dans les classements internationnaux,plus de 40000 €,"20,00%","37,30%","1,62%","0,00%","0,00%","7,03%","0,00%","0,00%","0,00%","0,00%","7,03%","0,00%","38,38%","2,16%","6,49%",391,376,42,18,"4,13%",0,NC,7,15,6,"15,4",95%,"5,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Moyenne,8180,"17,50%",Oui,"13,56%","Saint-Quentin-en-Yvelines, Laval",0,Privé,"Label EESPIG (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)",Ingénierie aéronautique et spatiale,468,263,8
0,  IMT - Albi Carmaux ,Maximale,"16,22","11,6","95,60%","5,23%",93,44,"20,00%",146,44 semaines,Excellente,42,31,3191,"7,51%",TOEIC : 820,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,5 mois,5 mois,"7,26%","15,73%","2,8","9,27%",Shanghai : 301-400 (ComUE )||THE : 401-500 (ComUE )|Webometrics : 134 (Nom propre ),32500-36500 €,"22,30%","21,00%","5,00%","8,00%","2,00%","3,00%","8,00%","17,00%","5,00%","0,00%","0,00%","2,00%","16,00%","4,00%","11,00%",Pas de prépa intégrée,Pas de prépa intégrée,158,53,"25,12%",13,"14,4",28,14,7,"13,4",95%,"4,00%",1%,1,Pas de bac L,1,Pas de bac STAV,Pas d'autres bacs,Forte,2150,"39,80%",Non,"41,48%",Albi ,0,Public,Ministère de l'Économie et des Finances,"Généraliste, génie physique et sciences de l'ingénieur",263,18,15
0,  ENSCP - Chimie ParisTech ,Maximale,"17,52","7,09","93,60%","31,33%",93,31,"7,30%",21,52 semaines,Moyenne,28,2,3453,"13,21%",TOEIC : 800,Optionnel,"4,5 mois",,"0,00%","16,49%","1,3","1,03%",Shanghai : 36 (Univ )|QS : 52 (Univ )|THE : 45 (Univ )|Webometrics : 177 (ComUE )|Classement Shanghai Thématique,moins de 29000 €,"13,16%","0,00%","6,25%","25,00%","0,00%","0,00%","0,00%","12,50%","6,25%","0,00%","0,00%","6,25%","6,25%","25,00%","12,50%",Pas de prépa intégrée,8,72,19,"19,00%",2,"15,5",2,18,9,"16,6",99%,"0,00%",1%,Pas de bac ES,Pas de bac L,1,Pas de bac STAV,Pas d'autres bacs,Forte,601,"25,70%",Non,"50,75%",Paris ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Chimie, biochimie et ingénierie des biomolécules ; matériaux, métallurgie et ingénierie des polymères",111,69,22
0,  Polytech Nice ,Maximale,"15,36","7,59","91,20%","5,47%",69,79,"11,60%",91,30 semaines,Moyenne,103,101,3441,"21,92%",TOEIC : 785,Optionnel,3 mois,3 mois,"0,00%","5,97%","1,8",,Shanghai : 301-400 (Univ )|QS : 601-650 (Univ )|THE : 501-600 (Univ )|Webometrics : 9 (Univ )|Classement Shanghai Thématique,32500-36500 €,"14,56%","7,45%","10,64%","3,19%","4,26%","9,57%","22,34%","6,38%","0,00%","0,00%","1,06%","4,25%","7,45%","14,89%","8,50%",117,97,90,305,"62,00%",27,"13,5",89,14,41,"14,9",94%,"3,00%",4%,1,Pas de bac L,2,3,11,Forte,601,"33,70%",Oui,"30,34%",Sophia Antipolis ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie biologique ; génie civil ; ingénierie informatique ; ingénierie électrique et électronique ; ingénierie de l'environnement ; généraliste, génie physique et sciences de l'ingénieur ; chimie, biochimie et ingénierie des biomolécules ; génie civil ; génie logiciel ; ingénierie des télécommunications",347,25,68
0,  CY Tech ,Maximale,"14,51","3,91","88,70%","0,71%",255,92,"17,50%",153,60 semaines,Bonne,59,44,7358,"13,58%",TOEIC : 800,Obligatoire et conditionnant l'obtention du diplôme,"5,9 mois",,"3,17%","53,97%",6,"7,14%",Webometrics : 58 (Univ ),plus de 40000 €,"6,25%","0,00%","1,00%","2,00%","22,00%","4,00%","47,00%","0,00%","0,00%","0,00%","0,00%","1,00%","15,00%","3,00%","5,00%",343,228,86,73,"19,00%",0,NC,13,13,51,"14,7",94%,"1,00%",5%,9,Pas de bac L,Pas de bac STL,Pas de bac STAV,21,Forte,5100,"26,10%",Oui,"21,41%","Cergy Pontoise, Pau",0,Privé,"Label EESPIG (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)",Ingénierie des systèmes d'information ; génie minier ; génie logiciel,346,16,10
0,  SupOptique - Palaiseau ,Maximale,"16,93","11,69","83,30%","43,48%",89,40,"16,30%",58,14 semaines,Correcte,19,7,2496,"15,44%",TOEIC : 785,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,"3,1 mois",1 mois,"9,33%","6,67%","3,4","11,94%",Shanghai : 14 (ComUE )|QS : 305 (ComUE )|THE : 178 (ComUE )|Webometrics : 96 (Nom propre )|Classement Shanghai Thématique,32500-36500 €,"12,20%","5,26%","0,00%","2,63%","0,00%","7,89%","10,53%","0,00%","0,00%","0,00%","0,00%","5,26%","28,95%","28,95%","10,53%",Pas de prépa intégrée,Pas de prépa intégrée,135,15,"10,00%",1,13,4,16,7,15,89%,"2,00%",9%,Pas de bac ES,Pas de bac L,3,Pas de bac STAV,10,Forte,2900,"29,90%",Non,"33,49%",Palaiseau,0,Privé,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie optique et photonique ; généraliste, génie physique et sciences de l'ingénieur",140,NC,NC
0,  Grenoble INP - Génie industriel ,Maximale,"15,03","13,13","86,80%","3,77%",76,25,"17,70%",73,41 semaines,Moyenne,65,106,2160,"17,23%",BULATS : 60,Obligatoire et conditionnant l'obtention du diplôme,"1,5 mois",1 mois,"2,89%","14,45%","2,8","14,86%",Shanghai : 99 (Univ )|QS : 342 (Univ )|THE : 351-400 (Univ )|Webometrics : 15 (Univ )|Classement Shanghai Thématique,32500-36500 €,"18,48%","13,75%","5,00%","1,25%","2,50%","2,50%","1,25%","8,75%","6,25%","1,25%","3,75%","1,25%","10,00%","25,00%","17,50%",Pas de prépa intégrée,26,76,64,"39,00%",0,NC,21,"14,1",6,"12,8",95%,"4,00%",1%,1,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,601,"30,90%",Non,"40,08%",Grenoble ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Génie industriel ; ingénieur manager,166,76,34
0,  ITEEM (Centrale Lille) ,Maximale,"16,72","10,38","76,90%","0,00%",81,,"8,80%",11,61 semaines,Très bonne,81,7,13704,"9,32%",TOEIC : 820,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,8 mois,,"0,00%","0,00%",0,,Webometrics : 93 (Nom propre ),32500-36500 €,"14,29%","0,00%","0,00%","5,00%","0,00%","15,00%","10,00%","5,00%","5,00%","0,00%","10,00%","0,00%","20,00%","10,00%","20,00%",59,51,0,0,"0,00%",0,NC,0,NC,0,NC,98%,"2,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,2500,"18,20%",Oui,"25,85%",Villeneuve-d'Ascq,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",NC,45,135,13
0,  Montpellier SupAgro ,Maximale,"16,36","6,25","95,70%","5,83%",47,44,"11,70%",60,38 semaines,Bonne,43,162,7574,"11,88%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,3 mois,3 mois,"0,00%","31,71%",0,,Webometrics : 106 (Nom propre )|Classement Shanghai Thématique,29000-32500 €,"6,25%","0,00%","0,00%","2,33%","5,82%","0,00%","4,65%","2,32%","18,60%","20,93%","0,00%","27,90%","1,16%","5,81%","10,47%",Pas de prépa intégrée,Pas de prépa intégrée,114,76,"40,00%",17,"13,5",26,"14,8",21,"14,7",94%,"1,00%",5%,2,1,5,Pas de bac STAV,1,Forte,1765,"39,20%",Non,"68,16%",Montpellier ,0,Public,Ministère de l'Agriculture et de l'Alimentation,"Agriculture, fôret, génie des biosystèmes ; ingénierie de l'environnement",194,104,22
0,  ENSIACET - INP Toulouse ,Maximale,"16,05","10,05","92,60%","12,29%",150,92,"28,40%",237,42 semaines,Non concerné,118,150,5646,"12,67%",TOEIC : 785 ; TOEFL : 87,Optionnel,5 mois,5 mois,"1,50%","6,29%",1,,THE : 401-500 (Univ )|Webometrics : 84 (Univ )|Classement Shanghai Thématique,32500-36500 €,"3,60%","6,60%","0,94%","3,77%","0,00%","6,60%","0,00%","14,15%","3,77%","0,00%","0,00%","4,72%","38,68%","6,59%","14,15%",Pas de prépa intégrée,43,174,121,"36,00%",6,"12,3",65,"14,5",3,"16,3",NC,NC,NC,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,601,"31,20%",Non,"45,86%",Toulouse ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Chimie, biochimie et ingénierie des biomolécules ; génie industriel ; matériaux, métallurgie et ingénierie des polymères ; ingénierie chimique ; chimie ; science des matériaux ; ingénierie des procédés ",318,220,35
0,  INSA Strasbourg ,Maximale,"16,27","10,78","70,80%","4,86%",70,23,"20,60%",241,38 semaines,Moyenne,122,87,9419,"9,10%",TOEIC : 785,Optionnel,3 mois,1 mois,"2,47%","16,98%","4,3","4,03%",Webometrics : 125 (Nom propre ),32500-36500 €,"20,79%","2,63%","26,32%","1,58%","2,11%","0,00%","2,63%","3,69%","0,53%","0,00%","0,53%","3,68%","38,42%","15,28%","2,63%",201,Pas de prépa intégrée,80,113,"59,00%",36,"14,2",58,"14,5",19,15,84%,"5,00%",12%,2,Pas de bac L,2,Pas de bac STAV,40,Forte,601,"29,80%",Oui,"31,89%",Strasbourg ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Génie civil ; ingénierie électrique et de l'électronique ; ingénierie de l'environnement ; génie industriel ; ingénierie de construction ; ingénierie de l'énergie ; ingénierie du chauffage, de la ventilation et de la climatisation ; mécatronique ; génie mécanique ; ingénierie plasturgique",431,15,80
0,  INSA Rouen ,Maximale,"16,43","8,32","74,50%","8,82%",133,53,"18,70%",191,35 semaines,Correcte,22,32,8820,"16,72%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,3 mois,3 mois,"15,75%","6,63%","7,7","5,03%",THE : 801-1000 (ComUE )|Webometrics : 80 (Nom propre ),36500-40000 €,"10,18%","14,88%","13,02%","13,49%","2,33%","2,79%","13,49%","8,84%","0,93%","0,00%","1,40%","0,93%","12,09%","8,39%","7,44%",233,243,31,119,"30,00%",8,"13,6",80,"13,9",13,"15,7",98%,"1,00%",1%,Pas de bac ES,Pas de bac L,1,Pas de bac STAV,3,Forte,"602,41","33,10%",Oui,"40,41%",Saint-Étienne-du-Rouvray,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie aéronautique et spatiale ; chimie, biochimie et ingénierie des biomolécules ; génie civil ; ingénierie de construction ; génie industriel ; ingénierie des systèmes d'information ; génie logiciel ; ingénierie chimique ; ingénierie de l'énergie ; maîtrise des risques industriels ; génie mécanique",413,52,31
