,Ecole,  Durée d'habilitation CTI ,  Moyenne au bac des intégrés ,  Nombre d'élèves par enseignant ,  Part d'enseignants-chercheurs ,  Pourcentage de diplômés poursuivant en thèse ,  Nombre de doctorants (y compris cotutelles) ,  Nombre d'enseignants HDR ,  Part d'élèves en alternance ,  Nombre total d'alternants ,  Durée des stages en entreprise* ,  Politique de chaires industrielles ,  Forums entreprises (+ de 250 salariés) ,  Forums entreprises (réseau PME) ,  Nombre d'anciens sur LinkedIn ,  Pourcentage d'étudiants étrangers ,  Niveau d'anglais exigé ,  Deuxième langue étrangère ,  Durée minimale à l'étranger (hors apprentissage) ,  Durée minimale à l'étranger pour les apprentis ,  Diplômés ayant passé plus d'un semestre à l'étranger en échange académique ,  Diplômés ayant passé plus d'un semestre à l'étranger en stage ,  Élèves par accord de double diplôme international ,  Pourcentage de double diplômés internationaux ,  Réputation internationale ,  Salaire à la sortie ,  Diplômés en poste à l'étranger ,"  Industrie automobile, aéronautique, navale et ferroviaire ","  BTP, construction ",  Énergie ,"  Institutions financières, banque, assurance ",  Industrie des technologies de l'information ,  Technologie de l'information (services) ,  Industrie chimique ou pharmaceutique ,  Industrie agroalimentaire ,"  Agriculture, sylviculture, pêche ",  Transports ,"  Fonction publique, enseignement, recherche ","  Sociétés de conseil, bureaux d’études ",  Autres secteurs industriels ,  Autres secteurs non industriels ,  Cycle prépa intégrée - Nombre d'intégrés à bac ,  Cycle ingénieur - Nombre d'intégrés issus de prépa intégrée ou d'une prépa commune sans distinction géographique ,  Cycle ingénieur - Nombre d'intégrés issus de CPGE ,  Cycle ingénieur - Nombre d'intégrés issus d'admissions parallèles ,  Part d'intégrés via les admissions parallèles ,  Nombre d'intégrés issus de BTS et ATS ,  Moyenne au bac des intégrés issus de BTS et ATS ,  Nombre d'intégrés issus de DUT ,  Moyenne au bac des intégrés issus de DUT ,  Nombre d'intégrés issus de l'université ,  Moyenne au bac des intégrés issus de l'université ,  Proportion de bacheliers S ,  Proportion de bacheliers STI2D ,  Proportion autres bacheliers ,  Nombre de bacheliers ES ,  Nombre de bacheliers L ,  Nombre de bacheliers STL ,  Nombre de bacheliers STAV ,  Nombre d'intégrés issus d'autres bacs ,  Ouverture à de nouveaux publics ,  Frais de scolarité par an ,  Boursiers nationaux ,  Présence sur Parcoursup ,  Part d'étudiantes ,  Villes d'implantation de l'école ,  Élèves rémunérés pendant leurs études ,  Statut de l'école ,  Ministère de tutelle ,  Spécialités proposées ,  Taille des promos en cycle ingénieur ,  Budget BDE et associations par élève ,  Nombre de disciplines sportives 
0,  ENSAIA - INP Lorraine ,Maximale,"16,21","7,86","87,70%","4,42%",54,42,"16,90%",73,45 semaines,Correcte,27,7,4615,"3,57%",TOEIC : 785,Obligatoire pour les élèves ingénieurs et validé par une certification externe,3 mois,2 mois,"0,00%","0,00%",3,"4,17%",Shanghai : 201-300 (Univ )|QS : 801-1000 (Univ )|THE : 601-800 (Univ )|Webometrics : 7 (Univ )|Classement Shanghai Thématique,moins de 29000 €,"4,49%","2,04%","0,00%","3,06%","0,00%","1,02%","2,04%","5,10%","41,84%","23,47%","1,02%","6,12%","3,06%","9,18%","2,04%",Pas de prépa intégrée,Pas de prépa intégrée,99,60,"38,00%",4,13,24,"14,4",12,"15,6",96%,"0,00%",4%,Pas de bac ES,Pas de bac L,4,2,1,Excellente,601,"37,80%",Non,"69,87%",Vandoeuvre-lès-Nancy ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Agriculture, forêt et génie des biosystèmes ; bioingénierie, alimentation et génie biomédical ; génie industriel ; Agriculture, forêt, génie des biosystèmes, sciences de l'agriculture ; chimie, biochimie, ingénierie des biomolécules sciences de l'alimentation",149,37,NC
0,  Polytech Annecy-Chambéry ,Maximale,"14,21","9,47","81,90%","1,75%",64,30,"12,90%",95,32 semaines,Correcte,11,18,3915,"5,57%",TOEIC : 785 ; Linguaskill : 160,Obligatoire et conditionnant l'obtention du diplôme,"2,8 mois","1,87 mois","0,49%","1,96%","2,5","2,22%",Shanghai : 701-800 (Univ )|Webometrics : 39 (Univ )|Classement Shanghai Thématique,29000-32500 €,"6,62%","9,60%","22,40%","15,20%","0,00%","0,80%","3,20%","0,00%","0,00%","0,00%","0,00%","0,80%","9,60%","24,80%","13,60%",NC,97,62,194,"55,00%",22,"13,3",63,"13,8",16,"13,9",79%,"16,00%",5%,1,Pas de bac L,Pas de bac STL,Pas de bac STAV,6,Forte,601,"38,50%",Oui,"19,43%","Annecy, Chambéry",0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie informatique ; ingénierie électrique et de l'électronique ; ingénierie de l'environnement ; génie industriel ; matériaux, métallurgie, ingénierie des polymères ; génie civil ; ingénierie électromécanique ; génie mécanique",262,20,31
0,  Polytech Angers ,Restreinte,"15,95","6,51","85,50%","1,98%",30,21,"15,00%",67,34 semaines,Non concerné,40,28,3549,"7,29%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,3 mois,,"0,00%","4,84%",1,"1,61%",Shanghai : 901-1000 (Univ )|Webometrics : 36 (Univ ),32500-36500 €,"2,97%","6,06%","1,01%","0,00%","0,00%","2,02%","17,17%","12,12%","5,05%","0,00%","0,00%","1,01%","26,26%","10,10%","19,19%",126,100,10,178,"62,00%",5,"14,6",49,"14,2",11,"14,6",94%,"6,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,1,Forte,601,"39,90%",Oui,"37,50%",Angers ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie biologique ; génie civil ; ingénierie informatique ; génie industriel ; ingénierie des systèmes,165,17,50
0,  ISAT - Nevers ,Maximale,"14,63","14,53","81,40%","3,57%",28,12,"35,30%",208,44 semaines,Non concerné,21,2,2944,"5,22%",TOEIC : 785,Optionnel,5 mois,3 mois,"0,00%","5,56%",2,"0,98%",Shanghai : 501-600 (Univ )||THE : 601-800 (ComUE )|Webometrics : 20 (Univ )|Classement Shanghai Thématique,32500-36500 €,"15,58%","71,83%","0,00%","11,27%","0,00%","0,00%","0,00%","0,00%","1,41%","0,00%","0,00%","0,00%","0,00%","9,86%","5,63%",85,85,45,76,"37,00%",19,"13,8",51,"12,7",3,14,67%,"13,00%",19%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,40,Excellente,601,"39,30%",Oui,"7,83%",Nevers ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénieur manager ; génie industriel ; généraliste, génie physique et sciences de l'ingénieur ; ingénierie de l'automobile et du transport",208,25,29
0,  ENSIP - Poitiers ,Maximale,"15,89","10,52","85,70%","2,70%",28,22,"5,30%",18,36 semaines,Non concerné,33,11,0,"22,62%",TOEIC : 785,Optionnel,,,"0,00%","0,00%",0,,Shanghai : 801-900 (Univ )|Webometrics : 28 (Univ )|Classement Shanghai Thématique,32500-36500 €,"1,15%","2,53%","50,63%","18,99%","0,00%","0,00%","1,27%","3,80%","2,53%","0,00%","1,27%","2,54%","0,00%","11,40%","5,07%",Pas de prépa intégrée,Pas de prépa intégrée,90,53,"37,00%",3,18,11,"14,2",6,"16,5",88%,"0,00%",12%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,4,Forte,601,"43,00%",Non,"38,01%",Poitiers ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Aménagement du territoire ; production, distribution optimale et utilisation rationnelle des énergies classiques et renouvelables dans les secteurs du bâtiment, du génie civil, des transports, des industries manufacturières et de transformation",147,28,55
0,  ISEN Nîmes - Marseille - Toulon (Yncréa Méditerranée) ,Maximale,"13,68","10,69","71,40%","2,56%",11,13,"37,50%",160,42 semaines,Correcte,26,57,6428,"4,79%",FCE : 160,Optionnel,3 mois,2 mois,"72,48%","6,42%",12,"1,27%",Webometrics : 138 (Nom propre ),32500-36500 €,"10,81%","22,50%","0,00%","17,50%","0,00%","35,00%","0,00%","0,00%","0,00%","0,00%","7,50%","2,50%","0,00%","7,50%","7,50%",130,Pas de prépa intégrée,7,35,"83,00%",14,"13,3",12,"12,5",9,"14,6",81%,"17,00%",2%,Pas de bac ES,Pas de bac L,2,Pas de bac STAV,Pas d'autres bacs,Forte,7400,"25,80%",Oui,"19,69%","Toulon, Marseille, Nîmes",0,Privé,"Label EESPIG (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)",Ingénierie de l'électrique et de l'électronique ; génie logiciel,150,67,15
0,  INP Bordeaux - ENSC ,Maximale,"16,41","15,53","66,70%","6,67%",17,16,"1,30%",3,36 semaines,Correcte,58,30,709,"1,72%",TOEIC : 785 ; IELTS : 5.5,Optionnel,,,"4,76%","0,00%",0,,Shanghai : 201-300 (Univ )|QS : 425 (Univ )|THE : 401-500 (Univ )|Webometrics : 108 (ComUE )|Classement Shanghai Thématique,29000-32500 €,"8,57%","18,52%","0,00%","0,00%","7,41%","11,11%","29,63%","0,00%","7,41%","3,70%","0,00%","7,41%","0,00%","7,40%","7,40%",Pas de prépa intégrée,54,35,49,"36,00%",0,NC,3,15,26,"15,4",98%,"0,00%",2%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,2,Forte,601,"32,30%",Non,"51,93%",Talence ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Généraliste, génie physique et sciences de l'ingénieur ; ingénierie humaine et technologie cognitive",78,43,15
0,  Polytech Lyon ,Restreinte,"15,56","11,58","93,20%","2,20%",0,25,"10,70%",66,42 semaines,Non concerné,0,0,2952,"11,09%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,1 mois,1 mois,"0,00%","11,17%",15,"5,29%",Shanghai : 201-300 (Univ )|QS : 701-750 (Univ )|THE : 501-600 (Univ )|Webometrics : 1 (Univ )|Classement Shanghai Thématique,32500-36500 €,"12,00%","8,62%","2,59%","6,03%","0,86%","12,93%","12,93%","3,45%","0,86%","0,00%","0,86%","6,89%","14,66%","13,80%","15,51%",95,99,33,178,"57,00%",11,"12,9",40,14,25,"14,6",86%,"4,00%",10%,Pas de bac ES,Pas de bac L,1,Pas de bac STAV,29,Forte,601,"43,10%",Oui,"29,67%",Villeurbanne,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Bioingénierie, alimentation et ingénierie biomédicale ; ingénierie informatique ; génie industriel ; matériaux, métallurgie, ingénierie des polymères ; génie mécanique",228,35,30
0,  ESME Sudria - Ivry-sur-Seine ,Maximale,"13,97","11,21","30,40%","1,60%",6,7,"16,10%",191,53 semaines,Non concerné,135,50,9751,"4,19%",TOEIC : 800,Obligatoire pour les élèves ingénieurs et validé par une certification externe,6 mois,3 mois,"26,95%","12,50%","2,5","4,43%",Non présent dans les classements internationnaux,plus de 40000 €,"6,18%","7,61%","7,61%","10,15%","11,17%","16,25%","24,37%","0,00%","0,00%","0,00%","0,00%","4,06%","9,14%","9,64%","0,00%",503,397,45,85,"16,00%",17,"13,6",55,"15,2",11,"13,5",96%,"4,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Moyenne,9980,"15,50%",Oui,"21,41%","Ivry-sur-Seine, Paris, Lille, Lyon, Bordeaux",0,Privé,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie électrique et de l'électronique ; ingénierie informatique,418,60,20
0,  ENSIBS - Lorient ,Maximale,"14,36","11,92","44,70%","1,59%",13,9,"48,30%",219,40 semaines,Correcte,81,64,848,"9,18%",TOEIC : 785,Optionnel,3 mois,3 mois,"0,00%","0,00%",1,"2,04%",Webometrics : 74 (Univ ),32500-36500 €,"1,79%","15,09%","0,00%","5,66%","0,00%","13,21%","22,64%","0,00%","1,89%","0,00%","1,89%","7,55%","9,43%","13,22%","9,44%",49,17,21,145,"79,00%",6,"12,3",114,"13,4",25,"13,3",82%,"13,00%",5%,2,Pas de bac L,1,Pas de bac STAV,7,Excellente,"615,1","36,70%",Oui,"13,67%","Lorient, Vannes",0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie électrique et de l'électronique ; génie logiciel ; cyberdéfense ; génie industriel, management qualité, sécurité, environnement ; génie mécanique",151,16,40
0,  ENI - Brest ,Maximale,"14,76","9,32","64,30%","5,77%",37,14,"7,50%",30,46 semaines,Non concerné,20,8,4130,"16,45%",TOEIC : 785 ; Bulats : 60,Optionnel,2 mois,2 mois,"12,96%","0,00%","2,8","5,56%",Non présent dans les classements internationnaux,29000-32500 €,"12,77%","27,03%","2,70%","2,70%","5,41%","2,70%","29,73%","2,70%","0,00%","0,00%","0,00%","0,00%","13,51%","2,70%","10,81%",104,152,13,36,"18,00%",0,NC,13,"13,2",2,"16,5",94%,"6,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,601,"43,10%",Oui,"15,69%",Brest,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Généraliste, génie physique et sciences de l'ingénieur",174,41,44
0,  Bordeaux Sciences Agro ,Maximale,"15,86","6,68","74,60%","6,82%",8,54,"24,70%",116,42 semaines,Moyenne,14,35,2580,"0,44%",TOEIC : 785,,3 mois,1 mois,"0,93%","21,50%",0,,Shanghai : 201-300 (Univ )|QS : 425 (Univ )|THE : 401-500 (Univ )|Webometrics : 128 (Nom propre )|Classement Shanghai Thématique,moins de 29000 €,"3,85%","0,00%","0,00%","0,00%","3,60%","7,30%","0,00%","0,00%","1,80%","32,90%","0,00%","12,70%","18,20%","19,90%","3,60%",Pas de prépa intégrée,7,0,184,"96,00%",0,NC,0,NC,0,NC,73%,"0,00%",27%,3,Pas de bac L,1,8,38,Excellente,1765,"36,40%",Non,"64,35%",Gradignan ,0,Public,Ministère de l'Agriculture et de l'Alimentation,"Agriculture, forêt, génie des biosystèmes ; bioingénierie, alimentation et ingénierie biomédicale",158,32,10
0,  ISIFC - Besançon ,Maximale,"15,29","15,4","90,00%","2,94%",4,6,"8,70%",13,20 semaines,Non concerné,24,172,596,"3,25%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,3 mois,,"0,00%","0,00%",0,,THE : 601-800 (ComUE )|Webometrics : 23 (Univ )|Classement Shanghai Thématique,29000-32500 €,"8,82%","0,00%","0,00%","0,00%","0,00%","0,00%","12,90%","3,23%","0,00%","0,00%","0,00%","3,23%","12,90%","0,00%","67,75%",Pas de prépa intégrée,Pas de prépa intégrée,22,30,"58,00%",7,"13,7",4,"15,3",14,15,88%,"0,00%",12%,Pas de bac ES,Pas de bac L,5,Pas de bac STAV,1,Forte,601,"45,30%",Non,"70,13%",Besançon,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Bioingénierie, alimentation et ingénierie biomédicale",51,8,20
0,  EIL Côte d'Opale ,Maximale,"14,4","11,76","82,40%","0,00%",25,15,"32,80%",61,42 semaines,Non concerné,0,0,793,"51,56%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,2 mois,,"0,00%","0,00%",4,"2,74%",Webometrics : 75 (Univ ),32500-36500 €,"4,35%","15,22%","0,00%","4,35%","2,17%","6,52%","30,43%","2,17%","4,35%","0,00%","8,70%","0,00%","6,52%","17,38%","2,17%",33,17,112,51,"28,00%",17,"12,7",3,"15,3",5,"14,6",73%,"23,00%",4%,1,Pas de bac L,2,Pas de bac STAV,1,Excellente,601,"54,40%",Oui,"27,68%","Longuenesse, Calais, Dunkerque",0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie électrique et de l'électronique ; ingénieur manager ; ingénierie des systèmes d'information ; ingénierie de l'environnement ; génie industriel ; génie logiciel,133,15,30
0,  ENSIM - Le Mans ,Maximale,"14,94","8,76","73,50%","3,23%",35,16,"25,00%",65,28 semaines,Non concerné,0,0,214,"10,74%",TOIEC : 785 ; TOEFL IBT : 87 ; CLES : 2 ; IELTS : 5 ; FCE : 160 ; BULATS : 60,Optionnel,2 mois,2 mois,"0,00%","0,00%",0,,Webometrics : 65 (Univ ),32500-36500 €,"7,84%","35,90%","0,00%","0,00%","0,00%","0,00%","48,72%","0,00%","0,00%","0,00%","0,00%","0,00%","10,26%","5,13%","0,00%",38,39,18,104,"65,00%",9,13,27,14,9,"14,3",96%,"4,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Excellente,601,"36,30%",Oui,"21,99%",Le Mans ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie informatique ; généraliste, génie physique et sciences de l'ingénieur ; génie logiciel ; vibrations, acoustique, capteurs et instrumentation",99,20,40
0,  ENSEGID ,Maximale,"15,46",6,"100,00%","11,76%",17,8,"0,00%",0,42 semaines,Non concerné,7,4,431,"6,35%",TOEIC : 785,Optionnel,7 mois,,"11,11%","0,00%",0,,Shanghai : 201-300 (Univ )|QS : 425 (Univ )|THE : 401-500 (Univ )|Webometrics : 108 (ComUE )|Classement Shanghai Thématique,moins de 29000 €,,"0,00%","0,00%","19,04%","4,76%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","4,76%","23,81%","28,57%","19,05%",Pas de prépa intégrée,12,14,26,"50,00%",1,13,4,"15,3",7,"15,3",95%,"0,00%",5%,Pas de bac ES,Pas de bac L,1,Pas de bac STAV,1,Forte,601,"35,00%",Non,"61,90%",Pessac,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Génie géologique ; ingénierie de l'environnement,42,32,30
0,  3iL - Limoges ,Maximale,"13,49","16,13","21,70%","0,00%",4,3,"70,70%",191,40 semaines,Non concerné,10,10,1415,"25,64%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,"4,5 mois","4,5 mois","31,11%","2,22%","2,7","13,95%",Webometrics : 49 (Univ ),32500-36500 €,"6,15%","1,61%","0,00%","0,00%","3,23%","0,00%","80,65%","0,00%","0,00%","0,00%","0,00%","6,46%","0,00%","3,22%","4,84%",33,6,20,130,"83,00%",20,NC,43,NC,7,11,74%,"23,00%",3%,3,Pas de bac L,Pas de bac STL,Pas de bac STAV,1,Excellente,5900,"29,30%",Oui,"13,05%","Limoges, Rodez",0,Privé,Ministère de l'Économie et des Finances – Ministère de l'Enseignement supérieur de la Recherche et de l'Innovation,Ingénierie informatique ; ingénierie des systèmes d'information,124,37,5
0,  ISA BTP - Anglet ,Maximale,"15,59","7,68","68,20%","0,00%",24,9,"0,60%",1,52 semaines,Correcte,17,15,606,"2,24%",TOEIC : 785,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,2 mois,,"80,36%","5,36%",0,"1,79%",Webometrics : 54 (Univ )|Classement Shanghai Thématique,32500-36500 €,"8,70%","0,00%","95,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","5,00%",53,Pas de prépa intégrée,1,14,"93,33%",2,13,11,"13,9",1,13,94%,"6,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,601,"43,20%",Oui,"32,46%",Anglet,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Génie civil ; ingénierie de construction,56,11,40
0,  ESAIP LaSalle - Angers ,Maximale,"12,96","26,29","45,80%","0,00%",2,3,"24,90%",143,40 semaines,Bonne,61,40,3144,"7,87%",TOEIC : 800,Obligatoire et conditionnant l'obtention du diplôme,10 mois,2 mois,"86,23%","0,00%",1,,Non présent dans les classements internationnaux,29000-32500 €,"9,88%","14,71%","5,88%","7,35%","5,88%","13,24%","11,76%","10,29%","7,35%","1,47%","0,00%","1,47%","8,82%","7,35%","4,41%",115,62,37,235,"70,36%",40,"12,2",80,"12,9",37,"12,3",82%,"13,00%",5%,4,Pas de bac L,7,3,Pas d'autres bacs,Forte,6700,"35,00%",Oui,"28,84%","Saint-Barthélemy-d'Anjou, Aix-en-Provence",0,Privé,"Label EESPIG (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)",Ingénierie des systèmes d'information,210,47,7
0,  École nationale de météo - Toulouse ,Maximale,"16,91","6,61","21,70%","9,68%",1,1,"0,00%",0,4 semaines,Non concerné,5,12,829,"5,26%",TOEFL ITP : 550,Optionnel,,,"0,00%","3,23%",0,,THE : 401-500 (Univ )|Webometrics : 84 (Univ )|Classement Shanghai Thématique,32500-36500 €,,"0,00%","0,00%","0,00%","3,45%","0,00%","6,90%","0,00%","0,00%","0,00%","0,00%","89,65%","0,00%","0,00%","0,00%",Pas de prépa intégrée,29,29,6,"9,00%",2,13,0,NC,2,15,100%,"0,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Moyenne,601,"0,00%",Non,"36,84%",Toulouse ,2250,Public,Ministère de la Transition Ecologique et Solidaire ,Sciences météo-climatiques,51,88,15
0,  ESIAB - Brest ,Maximale,"13,59","8,28","86,20%","2,99%",21,12,"36,80%",81,40 semaines,Correcte,0,0,723,"8,33%",TOEIC : 785 ; CLES : 2,Obligatoire et conditionnant l'obtention du diplôme,1 mois,2 mois,"1,37%","0,00%",0,,Webometrics : 38 (Univ )|Classement Shanghai Thématique,29000-32500 €,"4,92%","3,33%","0,00%","0,00%","0,00%","0,00%","1,67%","8,33%","66,67%","1,67%","0,00%","0,00%","0,00%","3,33%","15,00%",Pas de prépa intégrée,3,10,96,"88,00%",4,"13,5",49,"13,7",36,13,95%,"0,00%",5%,5,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Excellente,610,"43,20%",Non,"67,08%","Plouzané, Quimper",0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie biologique ; génie industriel ; bioingénierie, alimentation et ingénierie biomédicale ; ingénierie industrielle",80,30,42
0,  ESA - Angers ,Maximale,"14,67","11,45","51,70%","0,66%",17,9,"19,70%",123,60 semaines,Moyenne,21,5,7419,"4,05%","TOEIC : 785 ; IELTS : 6,5",Obligatoire et conditionnant l'obtention du diplôme,6 mois,2 mois,"2,45%","2,45%","2,6","4,29%",Non présent dans les classements internationnaux,moins de 29000 €,"6,40%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","4,88%","26,83%","45,12%","0,00%","9,76%","6,10%","0,00%","7,32%",192,155,15,79,"32,00%",15,"14,2",21,"14,5",18,13,91%,"1,00%",8%,3,Pas de bac L,1,9,9,Forte,6000,"25,70%",Oui,"51,92%",Angers,0,Privé,Label EESPIG (Ministère de l'Agriculture et de l'Alimentation),"Agriculture, science de l'alimentation, gestion des terres et marchés fonciers",221,28,10
0,  ENSTIB - Épinal ,Maximale,"14,79",8,"75,80%","4,11%",32,12,"18,60%",49,28 semaines,Non concerné,8,42,1960,"0,38%",TOEIC : 785,Optionnel,2 mois,2 mois,"6,17%","0,00%",2,"3,70%",Shanghai : 201-300 (Univ )|QS : 801-1000 (Univ )|THE : 601-800 (Univ )|Webometrics : 7 (Univ )|Classement Shanghai Thématique,29000-32500 €,,"0,00%","45,10%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","7,84%","0,00%","5,88%","5,88%","29,41%","5,88%",Pas de prépa intégrée,Pas de prépa intégrée,57,32,"36,00%",17,"13,8",12,"13,8",1,18,72%,"20,00%",8%,1,Pas de bac L,2,1,3,Excellente,601,"35,50%",Non,"26,52%",Épinal ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie en science et technologie du bois,88,42,8
0,  ONIRIS - Nantes ,Maximale,NC,"5,86","83,70%","2,17%",28,12,"17,10%",49,45 semaines,Non concerné,38,9,2266,"0,00%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,"1,5 mois",1 mois,"5,00%","1,00%",0,"5,81%",Webometrics : 115 (Nom propre ),29000-32500 €,"6,45%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","9,61%","53,85%","0,00%","0,00%","11,54%","15,38%","1,92%","7,69%",Pas de prépa intégrée,Pas de prépa intégrée,45,46,"51,00%",9,NC,32,NC,5,NC,NC,NC,NC,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Excellente,1765,"35,30%",Oui,"71,43%",Nantes ,0,Public,Ministère de l'Agriculture et de l'Alimentation,"Bioingénierie, alimentation et ingénierie biomédicale ; agriculture, forêt, génie des biosystèmes",96,70,12
0,  ISEL - Le Havre ,Maximale,"13,04","21,81","61,90%","1,11%",14,3,"65,00%",269,36 semaines,Correcte,4,1,0,"7,81%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,"4,5 mois","0,75 mois","0,00%","0,00%",0,,THE : 801-1000 (ComUE )|Webometrics : 91 (Univ ),32500-36500 €,"1,37%","32,76%","1,72%","1,72%","0,00%","0,00%","1,72%","12,07%","5,17%","0,00%","6,90%","1,72%","12,07%","8,62%","15,51%",59,52,5,121,"68,00%",34,NC,69,"12,4",17,NC,61%,"24,00%",15%,24,Pas de bac L,Pas de bac STL,Pas de bac STAV,4,Excellente,601,"38,10%",Oui,"26,74%",Le Havre ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Génie industriel ; ingénieur manager ; logistique ; mécanique et production,153,26,40
0,  Paoli Tech ,Maximale,"13,94","4,11","77,80%","9,09%",2,6,"0,00%",0,34 semaines,Non concerné,0,0,0,"27,03%",TOEIC : 785 ; CLES : B2,Obligatoire et conditionnant l'obtention du diplôme,2 mois,,"0,00%","0,00%",0,,Webometrics : 133 (Univ ),moins de 29000 €,,"0,00%","44,44%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","11,11%","22,22%","0,00%","11,11%","11,11%",Pas de prépa intégrée,11,6,11,"39,00%",0,NC,4,13,1,NC,100%,"0,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,601,"59,30%",Non,"13,51%",Corte ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie de l'environnement ; ingénierie de construction,12,81,25
0,  ISIS - Castres ,Maximale,"15,15","8,79","64,30%","0,00%",9,4,"30,40%",35,40 semaines,Non concerné,11,7,293,"4,62%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,3 mois,,"3,70%","3,70%",0,"5,00%",Non présent dans les classements internationnaux,32500-36500 €,"10,00%","0,00%","0,00%","0,00%","8,70%","21,74%","34,78%","0,00%","0,00%","0,00%","0,00%","0,00%","34,78%","0,00%","0,00%",21,21,12,29,"47,00%",5,"12,6",15,"14,1",4,"13,5",81%,"6,00%",13%,Pas de bac ES,Pas de bac L,1,Pas de bac STAV,7,Forte,601,"27,90%",Oui,"46,24%",Castres ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie des systèmes d'information ; ingénierie informatique ; informatique pour la santé,41,58,10
